Feat, featLink, book, bookLink
Sculpt Spell,/feats/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/sculpt-spell--2538/,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
Sea Legs,/feats/frostburn--68/sea-legs--2539/,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
Sea Legs,/feats/stormwrack--87/sea-legs--3699/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Sea Legs,/feats/oriental-adventures--96/sea-legs--3731/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Searing Spell,/feats/sandstorm--85/searing-spell--2540/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Second Impression,/feats/complete-scoundrel--60/second-impression--3302/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Second Slam,/feats/races-of-eberron--10/second-slam--2541/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Second Wind,/feats/miniatures-handbook--75/second-wind--2542/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Seer,/feats/dragon-compendium--109/seer--3393/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Selective Spell,/feats/shining-south--25/selective-spell--2543/,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
Self-Concealment,/feats/epic-level-handbook--41/self-concealment--2544/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Self-Sufficient,/feats/players-handbook-v35--6/self-sufficient--2545/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Sense Quintessence,/feats/monster-manual-v--78/sense-quintessence--2546/,Monster Manual V,/rulebooks/supplementals-35--5/monster-manual-v--78/
Sense Weakness,/feats/draconomicon--92/sense-weakness--3263/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Sentinel Stance,/feats/dragonmarked--7/sentinel-stance--2547/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Serenity,/feats/dragon-compendium--109/serenity--3394/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Serpent Bloodline,/feats/dragon-compendium--109/serpent-bloodline--3395/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Serpent Fang,/feats/sandstorm--85/serpent-fang--2548/,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Serpent Strike,/feats/eberron-campaign-setting--12/serpent-strike--2549/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Serpent&#39;s Venom,/feats/complete-divine--56/serpents-venom--2550/,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Servant of a Dragon Ascendant,/feats/dragons-of-faerun--26/servant-of-a-dragon-ascendant--2551/,Dragons of Faerun,/rulebooks/forgotten-realms-35--4/dragons-of-faerun--26/
Servant of the Fallen,/feats/lost-empires-of-faerun--30/servant-of-the-fallen--2552/,Lost Empires of Faerun,/rulebooks/forgotten-realms-35--4/lost-empires-of-faerun--30/
Servant of the Heavens,/feats/book-of-exalted-deeds--52/servant-of-the-heavens--2553/,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Shadow,/feats/song-and-silence-a-guidebook-to-bards-and-rogues--48/shadow--2555/,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
Shadow,/feats/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/shadow--3755/,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Shadow Blade,/feats/tome-of-battle-the-book-of-nine-swords--88/shadow-blade--2556/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
Shadow Cast,/feats/tome-of-magic--89/shadow-cast--2557/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Shadow Familiar,/feats/tome-of-magic--89/shadow-familiar--2558/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Shadow Heritage,/feats/planar-handbook--79/shadow-heritage--2559/,Planar Handbook,/rulebooks/supplementals-35--5/planar-handbook--79/
Shadow Marches Warmonger,/feats/races-of-eberron--10/shadow-marches-warmonger--2560/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Shadow Reflection,/feats/tome-of-magic--89/shadow-reflection--2561/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Shadow Shield,/feats/races-of-faerun--23/shadow-shield--2562/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Shadow Song,/feats/races-of-faerun--23/shadow-song--2563/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Shadow Striker,/feats/players-handbook-ii--80/shadow-striker--2564/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Shadow Trickster,/feats/tome-of-battle-the-book-of-nine-swords--88/shadow-trickster--2565/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
Shadow Veil,/feats/complete-mage--58/shadow-veil--2566/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Shadow Vision,/feats/tome-of-magic--89/shadow-vision--2567/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Shadow Weave Magic,/feats/forgotten-realms-campaign-setting--19/shadow-weave-magic--2568/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Shadow Weave Magic,/feats/players-guide-to-faerun--22/shadow-weave-magic--2569/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Shadowborn Warrior,/feats/drow-of-the-underdark--93/shadowborn-warrior--3441/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Shadowform Familiar,/feats/champions-of-ruin--27/shadowform-familiar--2570/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Shadowstrike,/feats/champions-of-ruin--27/shadowstrike--2571/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Shaky,/feats/unearthed-arcana--90/shaky--2572/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Shape Breath,/feats/draconomicon--92/shape-breath--3220/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Shape Ectoplasm,/feats/ghostwalk--94/shape-ectoplasm--3574/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Shape Soulmeld,/feats/magic-of-incarnum--74/shape-soulmeld--3192/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Shaped Splash,/feats/races-of-eberron--10/shaped-splash--2574/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Shards of Granite,/feats/tome-of-battle-the-book-of-nine-swords--88/shards-of-granite--2575/,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
Share Soulmeld,/feats/magic-of-incarnum--74/share-soulmeld--2576/,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Shared Fury,/feats/races-of-the-wild--84/shared-fury--2577/,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
Sharp-Shooting,/feats/complete-warrior--61/sharp-shooting--2578/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Sharp-Shooting,/feats/deities-and-demigods--39/sharp-shooting--2579/,Deities and Demigods,/rulebooks/supplementals-30--7/deities-and-demigods--39/
Sharp-Shooting,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/sharp-shooting--2580/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Shattering Strike,/feats/epic-level-handbook--41/shattering-strike--2581/,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Sherem-Lar Sorcery,/feats/ghostwalk--94/sherem-lar-sorcery--3576/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Sherezem-Lar Sorcery,/feats/ghostwalk--94/sherezem-lar-sorcery--3577/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Shield Charge,/feats/complete-warrior--61/shield-charge--2582/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Shield Charge,/feats/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/shield-charge--2583/,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
Shield Dwarf Warder,/feats/races-of-faerun--23/shield-dwarf-warder--2584/,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Shield Expert,/feats/sword-and-fist-a-guidebook-to-monks-and-fighters--50/shield-expert--2585/,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Shield Maiden&#39;s Grace,/feats/dragon-compendium--109/shield-maidens-grace--3396/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Shield of Blades,/feats/players-guide-to-eberron--13/shield-of-blades--2586/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Shield of Deneith,/feats/players-guide-to-eberron--13/shield-of-deneith--2587/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Shield of Siberys,/feats/dragonmarked--7/shield-of-siberys--2588/,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Shield of Thought,/feats/races-of-eberron--10/shield-of-thought--2589/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Shield Proficiency,/feats/players-handbook-v35--6/shield-proficiency--2591/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Shield Slam,/feats/complete-warrior--61/shield-slam--2592/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Shield Sling,/feats/players-handbook-ii--80/shield-sling--2593/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Shield Specialization,/feats/players-handbook-ii--80/shield-specialization--2594/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Shield Wall,/feats/heroes-of-battle--69/shield-wall--2595/,Heroes of Battle,/rulebooks/supplementals-35--5/heroes-of-battle--69/
Shield Ward,/feats/players-handbook-ii--80/shield-ward--2596/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Shielded Axe,/feats/races-of-stone--82/shielded-axe--2597/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Shielded Casting,/feats/races-of-stone--82/shielded-casting--2598/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Shielded Manifesting,/feats/races-of-stone--82/shielded-manifesting--2599/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Shieldmate,/feats/miniatures-handbook--75/shieldmate--2600/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Shifter Acrobatics,/feats/players-guide-to-eberron--13/shifter-acrobatics--2601/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Shifter Agility,/feats/races-of-eberron--10/shifter-agility--2602/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Shifter Defense,/feats/monster-manual-iii--76/shifter-defense--2603/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
Shifter Defense,/feats/eberron-campaign-setting--12/shifter-defense--3601/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Shifter Ferocity,/feats/eberron-campaign-setting--12/shifter-ferocity--2604/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Shifter Ferocity,/feats/races-of-eberron--10/shifter-ferocity--2605/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Shifter Instincts,/feats/races-of-eberron--10/shifter-instincts--2606/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Shifter Instincts,/feats/monster-manual-iii--76/shifter-instincts--3487/,Monster Manual III,/rulebooks/supplementals-35--5/monster-manual-iii--76/
Shifter Magnetism,/feats/players-guide-to-eberron--13/shifter-magnetism--2607/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Shifter Multiattack,/feats/eberron-campaign-setting--12/shifter-multiattack--2608/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Shifter Savagery,/feats/races-of-eberron--10/shifter-savagery--2609/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Shifter Stamina,/feats/races-of-eberron--10/shifter-stamina--2610/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Shifter Stealth,/feats/players-guide-to-eberron--13/shifter-stealth--2611/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Ship Savvy,/feats/races-of-eberron--10/ship-savvy--2612/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Ship&#39;s Mage,/feats/stormwrack--87/ships-mage--2613/,Stormwrack,/rulebooks/supplementals-35--5/stormwrack--87/
Shi`Quos School,/feats/drow-of-the-underdark--93/shiquos-school--3460/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Shock Trooper,/feats/complete-warrior--61/shock-trooper--2614/,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Shock Wave,/feats/draconomicon--92/shock-wave--3203/,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Shocking Fist,/feats/players-guide-to-eberron--13/shocking-fist--2615/,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Short Haft,/feats/players-handbook-ii--80/short-haft--2616/,Player&#39;s Handbook II,/rulebooks/supplementals-35--5/players-handbook-ii--80/
Shorten Grip,/feats/dragon-compendium--109/shorten-grip--3397/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Shot on the Run,/feats/players-handbook-v35--6/shot-on-the-run--2618/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Shriveling Touch,/feats/ghostwalk--94/shriveling-touch--3578/,Ghostwalk,/rulebooks/supplementals-30--7/ghostwalk--94/
Shrouded Dance,/feats/complete-scoundrel--60/shrouded-dance--3303/,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Sickening Grasp,/feats/complete-mage--58/sickening-grasp--2619/,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Sickening Strike,/feats/drow-of-the-underdark--93/sickening-strike--3447/,Drow of the Underdark,/rulebooks/supplementals-35--5/drow-of-the-underdark--93/
Sidestep,/feats/miniatures-handbook--75/sidestep--2620/,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Sidestep Charge,/feats/expanded-psionics-handbook--65/sidestep-charge--2621/,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Signature Spell,/feats/forgotten-realms-campaign-setting--19/signature-spell--2622/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Signature Spell,/feats/players-guide-to-faerun--22/signature-spell--2623/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Silencing Strike,/feats/races-of-stone--82/silencing-strike--2624/,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Silent Spell,/feats/players-handbook-v35--6/silent-spell--2626/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Silver Blood,/feats/champions-of-valor--28/silver-blood--2628/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Silver Dragon Lineage ,/feats/dragon-magic--62/silver-dragon-lineage--2627/,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
Silver Fang,/feats/champions-of-valor--28/silver-fang--2629/,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Silver Palm,/feats/forgotten-realms-campaign-setting--19/silver-palm--2630/,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Silver Palm,/feats/players-guide-to-faerun--22/silver-palm--2631/,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Silver Smite,/feats/eberron-campaign-setting--12/silver-smite--2632/,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Silver Tongue,/feats/oriental-adventures--96/silver-tongue--3732/,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Silver Tracery,/feats/races-of-eberron--10/silver-tracery--2633/,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Simple Weapon Proficiency,/feats/players-handbook-v35--6/simple-weapon-proficiency--2635/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Single Blade Style,/feats/dragon-compendium--109/single-blade-style--3398/,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Skewer Foe,/feats/champions-of-ruin--27/skewer-foe--2636/,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Skill Focus,/feats/players-handbook-v35--6/skill-focus--2638/,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Skill Knowledge,/feats/unearthed-arcana--90/skill-knowledge--3196/,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Skilled Pact Making,/feats/tome-of-magic--89/skilled-pact-making--2639/,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Skilled Telekinetic,/feats/lords-of-madness--72/skilled-telekinetic--2640/,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
